Date (mm/dd/yyyy),Time (hh:mm:ss),Time Zone,Sensor Environment,Raw Water Temperature (°C),Adjusted Water Temperature (°C),Raw Specific Conductance (uS/cm),Adjusted Specific Conductance (uS/cm),Raw Salinity (ppt),Adjusted Salinity (ppt),Raw Water Level (ft),Adjusted Water Level (ft),Raw Water Elevation to Marsh (ft),Adjusted Water Elevation to Marsh (ft),Raw Water Elevation to Datum (ft),Adjusted Water Elevation to Datum (ft),Raw Marsh Mat Elevation (ft),Adjusted Marsh Mat Elevation to Datum (ft),Geoid,Raw Battery (V),Adjusted Battery (V),Raw Wind Speed (mph),Adjusted Wind Speed (mph),Raw Wind Direction (degrees),Adjusted Wind Direction (degrees),Raw Velocity (ft/sec),Adjusted Velocity (ft/sec),Raw Precipitation (tips/hour),Adjusted Precipitation (inches),Raw Air Pressure (mm of Hg),Adjusted Air Pressure (mm of Hg),Raw Total Chlorophyll (micrograms/L),Adjusted Total Chlorophyll (micrograms/L),Raw Dissolved Oxygen (milligrams/L),Adjusted Dissolved Oxygen (milligrams/L),Raw pH (pH units),Adjusted pH (pH units),Raw Turbidity (FNU),Adjusted Turbidity (FNU),Raw Discharge (cubic ft/sec),Adjusted Discharge (cubic ft/sec),Organization Name,Comments,Latitude,Longitude
6/27/2012,19:00:00,CST,Surface Water,34.55,34.55,25287.30,25307.07,15.66,15.38,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/27/2012,20:00:00,CST,Surface Water,33.71,33.71,25440.70,25462.58,15.76,15.49,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/27/2012,21:00:00,CST,Surface Water,32.98,32.98,25185.60,25209.23,15.59,15.32,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/27/2012,22:00:00,CST,Surface Water,32.42,32.42,25092.30,25117.81,15.53,15.25,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/27/2012,23:00:00,CST,Surface Water,32.00,32.00,25093.00,25120.47,15.53,15.26,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,00:00:00,CST,Surface Water,31.80,31.80,25418.80,25448.61,15.75,15.48,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,01:00:00,CST,Surface Water,31.31,31.31,25221.20,25252.75,15.62,15.35,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,02:00:00,CST,Surface Water,30.85,30.85,25027.30,25060.57,15.48,15.22,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,03:00:00,CST,Surface Water,30.31,30.31,25026.10,25061.32,15.48,15.22,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,04:00:00,CST,Surface Water,30.42,30.42,25759.20,25797.47,15.98,15.71,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,05:00:00,CST,Surface Water,29.76,29.76,25107.50,25146.77,15.54,15.27,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,06:00:00,CST,Surface Water,29.54,29.54,25200.70,25242.08,15.60,15.34,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,07:00:00,CST,Surface Water,29.99,29.99,25534.00,25577.93,15.83,15.56,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,08:00:00,CST,Surface Water,30.18,30.18,25563.70,25609.68,15.85,15.58,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,09:00:00,CST,Surface Water,30.39,30.39,25425.50,25473.22,15.75,15.49,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,10:00:00,CST,Surface Water,31.71,31.71,25699.30,25749.54,15.94,15.68,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,11:00:00,CST,Surface Water,32.57,32.57,26433.80,26487.54,16.44,16.17,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,12:00:00,CST,Surface Water,33.75,33.75,27095.40,27152.61,16.89,16.62,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,13:00:00,CST,Surface Water,34.81,34.81,27528.80,27589.07,17.19,16.92,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,14:00:00,CST,Surface Water,35.63,35.63,27998.70,28062.19,17.51,17.24,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,15:00:00,CST,Surface Water,36.10,36.10,28322.20,28388.64,17.73,17.46,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,16:00:00,CST,Surface Water,36.30,36.30,28543.80,28612.99,17.89,17.61,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,17:00:00,CST,Surface Water,36.06,36.06,28679.40,28751.16,17.98,17.71,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,18:00:00,CST,Surface Water,35.41,35.41,28609.70,28683.53,17.93,17.66,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,19:00:00,CST,Surface Water,34.62,34.62,28582.80,28658.79,17.92,17.64,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,20:00:00,CST,Surface Water,33.99,33.99,28302.00,28379.46,17.72,17.45,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,21:00:00,CST,Surface Water,33.46,33.46,28633.50,28714.10,17.95,17.68,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,22:00:00,CST,Surface Water,32.55,32.55,27810.00,27890.46,17.39,17.12,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/28/2012,23:00:00,CST,Surface Water,32.08,32.08,28099.10,28182.59,17.58,17.32,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,00:00:00,CST,Surface Water,31.56,31.56,27305.20,27388.47,17.04,16.78,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,01:00:00,CST,Surface Water,31.24,31.24,27430.50,27516.30,17.13,16.87,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,02:00:00,CST,Surface Water,31.08,31.08,28018.80,28108.63,17.53,17.27,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,03:00:00,CST,Surface Water,30.69,30.69,27772.50,27863.71,17.36,17.10,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,04:00:00,CST,Surface Water,30.94,30.94,28484.60,28580.38,17.85,17.59,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,05:00:00,CST,Surface Water,30.00,30.00,27566.80,27661.65,17.22,16.97,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,06:00:00,CST,Surface Water,29.88,29.88,27593.70,27690.80,17.24,16.99,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,07:00:00,CST,Surface Water,30.15,30.15,27646.60,27746.04,17.27,17.02,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,08:00:00,CST,Surface Water,30.26,30.26,27316.60,27416.99,17.05,16.80,0.31,0.31,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,09:00:00,CST,Surface Water,30.73,30.73,27097.00,27198.71,16.90,16.65,0.31,0.31,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,10:00:00,CST,Surface Water,32.01,32.01,27190.50,27294.68,16.96,16.72,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,11:00:00,CST,Surface Water,33.08,33.08,27460.20,27567.56,17.15,16.90,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,12:00:00,CST,Surface Water,33.72,33.72,27652.10,27762.38,17.28,17.03,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,13:00:00,CST,Surface Water,34.10,34.10,27670.80,27783.31,17.29,17.05,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,14:00:00,CST,Surface Water,35.18,35.18,28001.70,28117.75,17.51,17.28,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,15:00:00,CST,Surface Water,35.54,35.54,28704.80,28826.01,18.00,17.76,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,16:00:00,CST,Surface Water,35.04,35.04,29194.50,29320.06,18.34,18.09,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,17:00:00,CST,Surface Water,34.63,34.63,29418.40,29547.22,18.50,18.25,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,18:00:00,CST,Surface Water,33.95,33.95,29515.10,29646.65,18.56,18.32,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,19:00:00,CST,Surface Water,33.24,33.24,29063.70,29195.51,18.25,18.01,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,20:00:00,CST,Surface Water,32.63,32.63,28809.00,28941.91,18.08,17.84,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,21:00:00,CST,Surface Water,32.13,32.13,28568.80,28702.84,17.91,17.67,0.26,0.26,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,22:00:00,CST,Surface Water,31.81,31.81,28264.90,28399.72,17.70,17.47,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/29/2012,23:00:00,CST,Surface Water,31.36,31.36,27965.30,28100.88,17.49,17.26,0.27,0.27,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,00:00:00,CST,Surface Water,30.28,30.28,27198.30,27332.29,16.96,16.74,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,01:00:00,CST,Surface Water,30.30,30.30,27433.00,27570.29,17.13,16.90,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,02:00:00,CST,Surface Water,30.51,30.51,27864.10,28005.73,17.42,17.20,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,03:00:00,CST,Surface Water,30.80,30.80,28102.30,28247.33,17.59,17.36,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,04:00:00,CST,Surface Water,29.61,29.61,23066.70,23187.55,14.16,13.97,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,05:00:00,CST,Surface Water,29.14,29.14,22712.80,22833.57,13.92,13.74,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,06:00:00,CST,Surface Water,29.16,29.16,23237.90,23363.28,14.27,14.09,0.30,0.30,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,07:00:00,CST,Surface Water,29.31,29.31,24257.00,24389.78,14.96,14.77,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,08:00:00,CST,Surface Water,29.53,29.53,25231.30,25371.38,15.62,15.42,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,09:00:00,CST,Surface Water,29.73,29.73,24982.70,25123.35,15.45,15.26,0.29,0.29,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,10:00:00,CST,Surface Water,30.68,30.68,25264.50,25408.72,15.65,15.45,0.28,0.28,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,11:00:00,CST,Surface Water,31.11,31.11,25312.70,25459.17,15.68,15.48,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,12:00:00,CST,Surface Water,32.13,32.13,25022.80,25169.55,15.48,15.29,0.25,0.25,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
6/30/2012,13:00:00,CST,Surface Water,32.85,32.85,25127.00,25276.33,15.55,15.36,0.23,0.23,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
